series_id,dataset,train_length,test_length,LSTM_mae,LSTM_rmse,Transformer_mae,Transformer_rmse,LargeTransformer_mae,LargeTransformer_rmse,DecoderOnly_mae,DecoderOnly_rmse
retail_sales_0,retail_sales,1168,293,54.82379687958155,62.842976690274725,63.338195306973766,72.76123298874714,66.80244247691981,76.5475230556981,134.00633638530246,156.55116885047704
retail_sales_1,retail_sales,1168,293,27.48837373487165,35.939179505979105,31.88270434743308,40.67324128477871,43.18548836026837,51.676564698574566,24.916806708828876,32.316531529790225
retail_sales_2,retail_sales,1168,293,46.54347499241376,59.35439146125586,85.57174005134584,101.89903109481448,54.42124208135692,65.4477085308331,49.60985728564119,60.462525039006614
retail_sales_3,retail_sales,1168,293,33.941009549703274,45.24351843269946,33.21437711889714,42.67177163775327,36.49219503295039,48.179662837303205,37.7794314274062,50.06867685307017
retail_sales_4,retail_sales,1168,293,50.75273408643201,65.08225579975057,65.89397732046213,78.17077832913743,46.46117406376283,58.943618123694996,82.4805889508196,96.53164275357967
