series_id,dataset,train_length,test_length,LSTM_mae,LSTM_rmse,Transformer_mae,Transformer_rmse,LargeTransformer_mae,LargeTransformer_rmse,DecoderOnly_mae,DecoderOnly_rmse
retail_sales_0,retail_sales,1168,293,75.47600852656505,87.43397906480577,67.85671965503066,77.70682096484686,66.56964225462733,76.25234232584101,75.56959790279295,86.39436666213862
retail_sales_1,retail_sales,1168,293,26.942082732362497,34.82208231157097,35.37150536361416,44.12881238615758,40.92418850102475,49.54795883198597,22.692377142337957,29.226247727015537
retail_sales_2,retail_sales,1168,293,45.98252783238961,58.96716306265004,86.8338367290489,99.44513213043666,86.32964543522915,102.8989861190448,45.53939943577085,59.055542639712016
retail_sales_3,retail_sales,1168,293,43.031310999985166,55.8215053776387,34.54005572889705,45.64762567161602,33.05467275484519,42.54077436300999,77.1507909348919,88.98356820364387
retail_sales_4,retail_sales,1168,293,92.99098856867516,106.99215433835015,99.2982716386347,113.36537780176543,42.78367322478592,53.8729074906657,40.205964378815885,50.05239707999395
